TATORT;BEF;lon;lat
a243;33539;15,774151;61,099355
a244;18675;15,774151;61,099355
a245;7892;15,774151;61,099355
a246;37370;15,774151;61,099355
a247;32603;15,774151;61,099355
a248;53687;15,774151;61,099355
a249;13162;15,774151;61,099355
a250;38991;15,774151;61,099355
a251;46526;15,774151;61,099355
a252;22318;15,774151;61,099355
a253;23409;15,774151;61,099355
a254;48369;15,774151;61,099355
a255;34343;15,774151;61,099355
a256;18953;15,774151;61,099355
a257;49224;15,774151;61,099355
a258;14659;15,774151;61,099355
a259;12777;15,774151;61,099355
a260;47770;15,774151;61,099355
a261;34977;15,774151;61,099355
a262;31001;15,774151;61,099355
a263;46281;15,774151;61,099355
a264;14106;15,774151;61,099355
a265;54786;15,774151;61,099355
a266;9952;15,774151;61,099355
a267;53071;15,774151;61,099355
a268;46962;15,774151;61,099355
a269;50321;15,774151;61,099355
a270;28030;15,774151;61,099355
a271;43779;15,774151;61,099355
a272;29976;15,774151;61,099355
a273;18119;15,774151;61,099355
a274;38424;15,774151;61,099355
a275;41868;15,774151;61,099355
a276;52659;15,774151;61,099355
a277;43620;15,774151;61,099355
a278;23654;15,774151;61,099355
a279;43943;15,774151;61,099355
a280;17166;15,774151;61,099355
a281;20161;15,774151;61,099355
a282;46696;15,774151;61,099355
a283;13735;15,774151;61,099355
a284;48406;15,774151;61,099355
a285;33844;15,774151;61,099355
a286;9956;15,774151;61,099355
a287;15645;15,774151;61,099355
a288;6931;15,774151;61,099355
a289;39320;15,774151;61,099355
a290;46324;15,774151;61,099355
a291;32493;15,774151;61,099355
a292;44694;15,774151;61,099355
a293;47344;15,774151;61,099355
a294;45556;15,774151;61,099355
a295;27376;15,774151;61,099355
a296;23523;15,774151;61,099355
a297;42216;15,774151;61,099355
a298;12170;15,774151;61,099355
a299;51405;15,774151;61,099355
a300;34949;15,774151;61,099355
a301;46150;15,774151;61,099355
a302;8209;15,774151;61,099355
a303;17477;15,774151;61,099355
a304;17872;15,774151;61,099355
a305;48014;15,774151;61,099355
a306;5287;15,774151;61,099355
a307;5231;15,774151;61,099355
a308;17505;15,774151;61,099355
a309;15905;15,774151;61,099355
a310;5604;15,774151;61,099355
a311;33845;15,774151;61,099355
a312;14993;15,774151;61,099355
a313;16581;15,774151;61,099355
a314;40830;15,774151;61,099355
a315;37463;15,774151;61,099355
a316;32166;15,774151;61,099355
a317;19903;15,774151;61,099355
a318;21135;15,774151;61,099355
a319;52655;15,774151;61,099355
a320;29998;15,774151;61,099355
a321;23131;15,774151;61,099355
a322;33995;15,774151;61,099355
a323;28570;15,774151;61,099355
a324;22511;15,774151;61,099355
a325;38155;15,774151;61,099355
a326;33887;15,774151;61,099355
a327;48201;15,774151;61,099355
a328;20100;15,774151;61,099355
a329;44580;15,774151;61,099355
a330;19493;15,774151;61,099355
a331;53557;15,774151;61,099355
a332;47567;15,774151;61,099355
a333;22942;15,774151;61,099355
a334;14605;15,774151;61,099355
a335;48393;15,774151;61,099355
a336;52487;15,774151;61,099355
a337;45282;15,774151;61,099355
a338;52580;15,774151;61,099355
a339;9683;15,774151;61,099355
a340;28983;15,774151;61,099355
a341;14795;15,774151;61,099355
a342;11898;15,774151;61,099355
a343;23005;15,774151;61,099355
a344;30450;15,774151;61,099355
a345;12360;15,774151;61,099355
a346;12127;15,774151;61,099355
a347;17627;15,774151;61,099355
a348;32332;15,774151;61,099355
a349;25348;15,774151;61,099355
a350;5445;15,774151;61,099355
a351;14235;15,774151;61,099355
a352;32653;15,774151;61,099355
a353;53324;15,774151;61,099355
a354;38766;15,774151;61,099355
a355;11957;15,774151;61,099355
a356;43691;15,774151;61,099355
a357;6008;15,774151;61,099355
a358;15444;15,774151;61,099355
a359;31646;15,774151;61,099355
a360;32919;15,774151;61,099355
a361;31152;15,774151;61,099355
a362;53592;15,774151;61,099355
a363;49190;15,774151;61,099355
a364;15111;15,774151;61,099355
a365;33893;15,774151;61,099355
a366;20077;15,774151;61,099355
a367;46063;15,774151;61,099355
a368;30423;15,774151;61,099355
a369;24567;15,774151;61,099355
a370;15454;15,774151;61,099355
a371;24284;15,774151;61,099355
a372;15121;15,774151;61,099355
a373;8975;15,774151;61,099355
a374;45248;15,774151;61,099355
a375;29486;15,774151;61,099355
a376;32669;15,774151;61,099355
a377;13662;15,774151;61,099355
a378;37323;15,774151;61,099355
a379;48881;15,774151;61,099355
a380;32900;15,774151;61,099355
a381;18877;15,774151;61,099355
a382;53339;15,774151;61,099355
a383;50608;15,774151;61,099355
a384;46135;15,774151;61,099355
a385;53605;15,774151;61,099355
a386;44757;15,774151;61,099355
a387;7105;15,774151;61,099355
a388;47249;15,774151;61,099355
a389;40274;15,774151;61,099355
a390;20255;15,774151;61,099355
a391;47992;15,774151;61,099355
a392;41976;15,774151;61,099355
a393;11596;15,774151;61,099355
a394;21964;15,774151;61,099355
a395;17258;15,774151;61,099355
a396;33983;15,774151;61,099355
a397;8337;15,774151;61,099355
a398;52511;15,774151;61,099355
a399;15475;15,774151;61,099355
a400;26653;15,774151;61,099355
a401;54784;15,774151;61,099355
a402;53477;15,774151;61,099355
a403;40215;15,774151;61,099355
a404;47903;15,774151;61,099355
a405;48163;15,774151;61,099355
a406;8619;15,774151;61,099355
a407;46894;15,774151;61,099355
a408;9886;15,774151;61,099355
a409;39325;15,774151;61,099355
a410;31939;15,774151;61,099355
a411;37854;15,774151;61,099355
a412;27946;15,774151;61,099355
a413;24649;15,774151;61,099355
a414;51531;15,774151;61,099355
a415;49666;15,774151;61,099355
a416;24806;15,774151;61,099355
a417;13302;15,774151;61,099355
a418;15024;15,774151;61,099355
a419;47326;15,774151;61,099355
a420;36681;15,774151;61,099355
a421;29741;15,774151;61,099355
a422;21400;15,774151;61,099355
a423;49336;15,774151;61,099355
a424;17686;15,774151;61,099355
a425;8669;15,774151;61,099355
a426;26975;15,774151;61,099355
a427;49497;15,774151;61,099355
a428;7758;15,774151;61,099355
a429;38510;15,774151;61,099355
a430;30412;15,774151;61,099355
a431;19621;15,774151;61,099355
a432;37146;15,774151;61,099355
a433;9944;15,774151;61,099355
a434;12792;15,774151;61,099355
a435;22384;15,774151;61,099355
a436;37451;15,774151;61,099355
a437;28001;15,774151;61,099355
a438;43949;15,774151;61,099355
a439;35049;15,774151;61,099355
a440;15196;15,774151;61,099355
a441;49826;15,774151;61,099355
a442;15566;15,774151;61,099355
a443;32884;15,774151;61,099355
a444;18933;15,774151;61,099355
a445;15299;15,774151;61,099355
a446;24845;15,774151;61,099355
a447;5760;15,774151;61,099355
a448;45024;15,774151;61,099355
a449;44444;15,774151;61,099355
a450;9964;15,774151;61,099355
a451;32651;15,774151;61,099355
a452;30409;15,774151;61,099355
a453;33755;15,774151;61,099355
a454;29984;15,774151;61,099355
a455;16518;15,774151;61,099355
a456;22884;15,774151;61,099355
a457;43427;15,774151;61,099355
a458;37385;15,774151;61,099355
a459;36409;15,774151;61,099355
a460;50746;15,774151;61,099355
a461;28824;15,774151;61,099355
a462;11006;15,774151;61,099355
a463;54537;15,774151;61,099355
a464;33993;15,774151;61,099355
a465;32487;15,774151;61,099355
a466;50777;15,774151;61,099355
a467;23538;15,774151;61,099355
a468;38720;15,774151;61,099355
a469;17450;15,774151;61,099355
a470;33372;15,774151;61,099355
a471;23164;15,774151;61,099355
a472;24800;15,774151;61,099355
a473;38727;15,774151;61,099355
a474;39643;15,774151;61,099355
a475;16256;15,774151;61,099355
a476;24533;15,774151;61,099355
a477;17454;15,774151;61,099355
a478;40555;15,774151;61,099355
a479;51001;15,774151;61,099355
a480;16522;15,774151;61,099355
a481;51340;15,774151;61,099355
a482;18224;15,774151;61,099355
a483;50199;15,774151;61,099355
a484;24717;15,774151;61,099355
a485;15862;15,774151;61,099355
a486;52600;15,774151;61,099355
a487;18538;15,774151;61,099355
a488;27326;15,774151;61,099355
a489;32929;15,774151;61,099355
a490;22386;15,774151;61,099355
a491;15745;15,774151;61,099355
a492;54057;15,774151;61,099355
a493;7627;15,774151;61,099355
a494;50831;15,774151;61,099355
a495;36861;15,774151;61,099355
a496;33037;15,774151;61,099355
a497;9113;15,774151;61,099355
a498;23202;15,774151;61,099355
a499;10879;15,774151;61,099355
a500;20683;15,774151;61,099355
a501;48678;15,774151;61,099355
a502;12939;15,774151;61,099355
a503;25511;15,774151;61,099355
a504;8758;15,774151;61,099355
a505;36636;15,774151;61,099355
a506;27747;15,774151;61,099355
a507;8936;15,774151;61,099355
a508;52939;15,774151;61,099355
a509;29752;15,774151;61,099355
a510;25237;15,774151;61,099355
a511;49063;15,774151;61,099355
a512;6283;15,774151;61,099355
a513;12660;15,774151;61,099355
a514;50110;15,774151;61,099355
a515;7030;15,774151;61,099355
a516;19190;15,774151;61,099355
a517;39953;15,774151;61,099355
a518;11309;15,774151;61,099355
a519;34486;15,774151;61,099355
a520;34692;15,774151;61,099355
a521;50444;15,774151;61,099355
a522;48133;15,774151;61,099355
a523;33496;15,774151;61,099355
a524;14169;15,774151;61,099355
a525;51478;15,774151;61,099355
a526;28833;15,774151;61,099355
a527;53875;15,774151;61,099355
a528;23998;15,774151;61,099355
a529;9107;15,774151;61,099355
a530;33885;15,774151;61,099355
a531;5170;15,774151;61,099355
a532;48023;15,774151;61,099355
a533;19457;15,774151;61,099355
a534;48835;15,774151;61,099355
a535;19602;15,774151;61,099355
a536;14244;15,774151;61,099355
a537;27660;15,774151;61,099355
a538;28370;15,774151;61,099355
a539;37813;15,774151;61,099355
a540;36678;15,774151;61,099355
a541;53361;15,774151;61,099355
a542;44110;15,774151;61,099355
a543;51476;15,774151;61,099355
a544;24919;15,774151;61,099355
a545;26015;15,774151;61,099355
a546;43493;15,774151;61,099355
a547;25514;15,774151;61,099355
a548;54657;15,774151;61,099355
a549;28903;15,774151;61,099355
a550;26102;15,774151;61,099355
a551;37964;15,774151;61,099355
a552;22086;15,774151;61,099355
a553;48156;15,774151;61,099355
a554;36779;15,774151;61,099355
a555;17380;15,774151;61,099355
a556;23987;15,774151;61,099355
a557;21906;15,774151;61,099355
a558;31967;15,774151;61,099355
a559;26059;15,774151;61,099355
a560;13099;15,774151;61,099355
a561;35174;15,774151;61,099355
a562;46855;15,774151;61,099355
a563;32350;15,774151;61,099355
a564;25322;15,774151;61,099355
a565;8054;15,774151;61,099355
a566;26102;15,774151;61,099355
a567;36860;15,774151;61,099355
a568;11296;15,774151;61,099355
a569;28358;15,774151;61,099355
a570;30208;15,774151;61,099355
a571;15428;15,774151;61,099355
a572;29924;15,774151;61,099355
a573;34994;15,774151;61,099355
a574;42884;15,774151;61,099355
a575;16431;15,774151;61,099355
a576;25547;15,774151;61,099355
a577;15036;15,774151;61,099355
a578;32223;15,774151;61,099355
a579;51185;15,774151;61,099355
a580;13626;15,774151;61,099355
a581;35718;15,774151;61,099355
a582;9878;15,774151;61,099355
a583;44008;15,774151;61,099355
a584;42041;15,774151;61,099355
a585;42366;15,774151;61,099355
a586;38005;15,774151;61,099355
a587;12823;15,774151;61,099355
a588;26411;15,774151;61,099355
a589;14688;15,774151;61,099355
a590;53285;15,774151;61,099355
a591;32135;15,774151;61,099355
a592;28194;15,774151;61,099355
a593;36769;15,774151;61,099355
a594;11005;15,774151;61,099355
a595;37641;15,774151;61,099355
a596;53751;15,774151;61,099355
a597;50623;15,774151;61,099355
a598;49862;15,774151;61,099355
a599;15791;15,774151;61,099355
a600;51067;15,774151;61,099355
a601;29202;15,774151;61,099355
a602;39938;15,774151;61,099355
a603;32215;15,774151;61,099355
a604;18320;15,774151;61,099355
a605;22428;15,774151;61,099355
a606;52103;15,774151;61,099355
a607;40071;15,774151;61,099355
a608;15166;15,774151;61,099355
a609;48958;15,774151;61,099355
a610;27028;15,774151;61,099355
a611;23109;15,774151;61,099355
a612;33226;15,774151;61,099355
a613;27174;15,774151;61,099355
a614;25911;15,774151;61,099355
a615;18514;15,774151;61,099355
a616;37019;15,774151;61,099355
a617;11201;15,774151;61,099355
a618;13058;15,774151;61,099355
a619;31449;15,774151;61,099355
a620;30400;15,774151;61,099355
a621;21606;15,774151;61,099355
a622;52536;15,774151;61,099355
a623;46622;15,774151;61,099355
a624;36395;15,774151;61,099355
a625;35924;15,774151;61,099355
a626;47254;15,774151;61,099355
a627;12165;15,774151;61,099355
a628;50258;15,774151;61,099355
a629;31098;15,774151;61,099355
a630;9034;15,774151;61,099355
a631;17661;15,774151;61,099355
a632;36577;15,774151;61,099355
a633;48525;15,774151;61,099355
a634;22507;15,774151;61,099355
a635;11235;15,774151;61,099355
a636;41281;15,774151;61,099355
a637;32521;15,774151;61,099355
a638;53996;15,774151;61,099355
a639;50298;15,774151;61,099355
a640;28534;15,774151;61,099355
a641;24693;15,774151;61,099355
a642;8932;15,774151;61,099355
a643;6741;15,774151;61,099355
a644;30647;15,774151;61,099355
a645;29961;15,774151;61,099355
a646;7819;15,774151;61,099355
a647;50162;15,774151;61,099355
a648;16413;15,774151;61,099355
a649;54816;15,774151;61,099355
a650;31278;15,774151;61,099355
a651;12068;15,774151;61,099355
a652;39536;15,774151;61,099355
a653;54723;15,774151;61,099355
a654;29262;15,774151;61,099355
a655;39878;15,774151;61,099355
a656;24201;15,774151;61,099355
a657;15580;15,774151;61,099355
a658;48204;15,774151;61,099355
a659;32052;15,774151;61,099355
a660;29258;15,774151;61,099355
a661;33585;15,774151;61,099355
a662;52554;15,774151;61,099355
a663;54669;15,774151;61,099355
a664;5968;15,774151;61,099355
a665;48980;15,774151;61,099355
a666;53911;15,774151;61,099355
a667;25415;15,774151;61,099355
a668;26821;15,774151;61,099355
a669;31732;15,774151;61,099355
a670;11817;15,774151;61,099355
a671;13067;15,774151;61,099355
a672;14544;15,774151;61,099355
a673;11418;15,774151;61,099355
a674;35155;15,774151;61,099355
a675;39287;15,774151;61,099355
a676;41077;15,774151;61,099355
a677;39326;15,774151;61,099355
a678;42040;15,774151;61,099355
a679;34837;15,774151;61,099355
a680;46049;15,774151;61,099355
a681;18101;15,774151;61,099355
a682;29139;15,774151;61,099355
a683;44156;15,774151;61,099355
a684;43087;15,774151;61,099355
a685;33146;15,774151;61,099355
a686;8392;15,774151;61,099355
a687;40653;15,774151;61,099355
a688;40121;15,774151;61,099355
a689;20416;15,774151;61,099355
a690;40299;15,774151;61,099355
a691;10050;15,774151;61,099355
a692;46823;15,774151;61,099355
a693;7256;15,774151;61,099355
a694;28103;15,774151;61,099355
a695;30618;15,774151;61,099355
a696;28251;15,774151;61,099355
a697;16495;15,774151;61,099355
a698;36480;15,774151;61,099355
a699;27281;15,774151;61,099355
a700;38856;15,774151;61,099355
a701;29133;15,774151;61,099355
a702;11694;15,774151;61,099355
a703;51184;15,774151;61,099355
a704;35104;15,774151;61,099355
a705;7649;15,774151;61,099355
a706;7526;15,774151;61,099355
a707;37566;15,774151;61,099355
a708;18144;15,774151;61,099355
a709;40213;15,774151;61,099355
a710;12798;15,774151;61,099355
a711;22556;15,774151;61,099355
a712;50191;15,774151;61,099355
a713;25886;15,774151;61,099355
a714;31774;15,774151;61,099355
a715;53849;15,774151;61,099355
a716;19574;15,774151;61,099355
a717;32295;15,774151;61,099355
a718;38339;15,774151;61,099355
a719;11137;15,774151;61,099355
a720;49802;15,774151;61,099355
a721;20182;15,774151;61,099355
a722;8480;15,774151;61,099355
a723;9640;15,774151;61,099355
a724;7372;15,774151;61,099355
a725;43741;15,774151;61,099355
a726;33317;15,774151;61,099355
a727;44095;15,774151;61,099355
a728;11565;15,774151;61,099355
a729;51727;15,774151;61,099355
a730;26663;15,774151;61,099355
a731;41198;15,774151;61,099355
a732;37027;15,774151;61,099355
a733;31932;15,774151;61,099355
a734;16973;15,774151;61,099355
a735;25610;15,774151;61,099355
a736;26509;15,774151;61,099355
a737;10825;15,774151;61,099355
a738;53391;15,774151;61,099355
a739;18373;15,774151;61,099355
a740;46855;15,774151;61,099355
a741;40910;15,774151;61,099355
a742;9576;15,774151;61,099355
a743;26891;15,774151;61,099355
a744;26035;15,774151;61,099355
a745;30645;15,774151;61,099355
a746;37015;15,774151;61,099355
a747;52424;15,774151;61,099355
a748;52835;15,774151;61,099355
a749;45670;15,774151;61,099355
a750;51595;15,774151;61,099355
a751;34509;15,774151;61,099355
a752;53660;15,774151;61,099355
a753;35525;15,774151;61,099355
a754;33348;15,774151;61,099355
a755;21644;15,774151;61,099355
a756;32857;15,774151;61,099355
a757;17020;15,774151;61,099355
a758;29516;15,774151;61,099355
a759;54137;15,774151;61,099355
a760;23920;15,774151;61,099355
a761;24019;15,774151;61,099355
a762;25305;15,774151;61,099355
a763;18103;15,774151;61,099355
a764;49009;15,774151;61,099355
a765;13488;15,774151;61,099355
a766;35066;15,774151;61,099355
a767;29254;15,774151;61,099355
a768;23323;15,774151;61,099355
a769;49385;15,774151;61,099355
a770;19019;15,774151;61,099355
a771;31337;15,774151;61,099355
a772;19032;15,774151;61,099355
a773;19188;15,774151;61,099355
a774;47085;15,774151;61,099355
a775;46890;15,774151;61,099355
a776;20721;15,774151;61,099355
a777;22700;15,774151;61,099355
a778;11922;15,774151;61,099355
a779;47287;15,774151;61,099355
a780;10587;15,774151;61,099355
a781;9118;15,774151;61,099355
a782;37826;15,774151;61,099355
a783;14984;15,774151;61,099355
a784;17000;15,774151;61,099355
a785;26321;15,774151;61,099355
a786;40817;15,774151;61,099355
a787;53338;15,774151;61,099355
a788;44459;15,774151;61,099355
a789;35816;15,774151;61,099355
a790;17923;15,774151;61,099355
a791;8411;15,774151;61,099355
a792;26457;15,774151;61,099355
a793;37852;15,774151;61,099355
a794;30439;15,774151;61,099355
a795;52743;15,774151;61,099355
a796;5330;15,774151;61,099355
a797;43831;15,774151;61,099355
a798;46794;15,774151;61,099355
a799;43275;15,774151;61,099355
a800;44753;15,774151;61,099355
a801;27350;15,774151;61,099355
a802;25511;15,774151;61,099355
a803;54283;15,774151;61,099355
a804;21258;15,774151;61,099355
a805;30945;15,774151;61,099355
a806;47737;15,774151;61,099355
a807;51507;15,774151;61,099355
a808;20828;15,774151;61,099355
a809;52932;15,774151;61,099355
a810;51817;15,774151;61,099355
a811;15461;15,774151;61,099355
a812;35495;15,774151;61,099355
a813;37604;15,774151;61,099355
a814;29471;15,774151;61,099355
a815;40364;15,774151;61,099355
a816;12650;15,774151;61,099355
a817;42507;15,774151;61,099355
a818;14279;15,774151;61,099355
a819;30065;15,774151;61,099355
a820;6770;15,774151;61,099355
a821;8488;15,774151;61,099355
a822;28380;15,774151;61,099355
a823;33886;15,774151;61,099355
a824;19195;15,774151;61,099355
a825;11802;15,774151;61,099355
a826;52561;15,774151;61,099355
a827;13412;15,774151;61,099355
a828;36679;15,774151;61,099355
a829;32675;15,774151;61,099355
a830;48234;15,774151;61,099355
a831;5881;15,774151;61,099355
a832;43528;15,774151;61,099355
a833;31402;15,774151;61,099355
a834;37210;15,774151;61,099355
a835;51097;15,774151;61,099355
a836;35309;15,774151;61,099355
a837;31348;15,774151;61,099355
a838;36614;15,774151;61,099355
a839;26518;15,774151;61,099355
a840;54378;15,774151;61,099355
a841;17977;15,774151;61,099355
a842;51819;15,774151;61,099355
a843;39568;15,774151;61,099355
a844;48730;15,774151;61,099355
a845;24474;15,774151;61,099355
a846;49832;15,774151;61,099355
a847;7088;15,774151;61,099355
a848;26082;15,774151;61,099355
a849;37407;15,774151;61,099355
a850;19253;15,774151;61,099355
a851;9341;15,774151;61,099355
a852;34487;15,774151;61,099355
a853;20420;15,774151;61,099355
a854;20577;15,774151;61,099355
a855;40005;15,774151;61,099355
a856;49283;15,774151;61,099355
a857;19996;15,774151;61,099355
a858;42420;15,774151;61,099355
a859;34183;15,774151;61,099355
a860;33729;15,774151;61,099355
a861;34940;15,774151;61,099355
a862;5066;15,774151;61,099355
a863;43627;15,774151;61,099355
a864;17271;15,774151;61,099355
a865;50468;15,774151;61,099355
a866;42606;15,774151;61,099355
a867;42082;15,774151;61,099355
a868;51101;15,774151;61,099355
a869;8475;15,774151;61,099355
a870;48940;15,774151;61,099355
a871;33953;15,774151;61,099355
a872;5339;15,774151;61,099355
